fips,state_abbr,state_name,county_name,stroke_prev,obesity_prev,chd_prev,high_bp_prev,diabetes_prev,smoking_prev,inactivity_prev,uninsured_pct,pcp_rate,preventable_hospital_stays,child_poverty_pct,unemployment_pct,z_stroke,z_obesity,z_chd,z_high_bp,z_diabetes,z_smoking,z_inactivity,z_uninsured,z_pcp_rate_reversed,z_preventable_hosp,z_child_poverty,z_unemployment,burden_score,access_score,social_score,priority_score,priority_rank,priority_quartile,priority_tier,cluster
36097,NY,New York,Schuyler,3,31.2,5.8,30.2,9.1,15.3,24.1,0.05521335810000001,6.196484999999999e-4,2648,0.189,0.0391795628,-0.4653279040853844,-1.3575862919826878,-0.23385141598612982,-0.743281657725808,-0.8956005982162475,-0.338908412492796,-0.5665551947844804,-1.1269867044735107,-0.24675896866788533,-0.14468862923333037,-0.02351193680262191,0.32225334725407556,-0.6573016393247906,-0.5061447674582421,0.14937070522572682,-0.45062010885472253,1953,3,Moderate,2
37083,NC,North Carolina,Halifax,4.8,42.6,7.1,42.9,15.2,20.5,33.1,0.1224448609,4.7646670000000006e-4,3306,0.416,0.05177959950000001,2.381659113900314,1.0343619819545837,1.3421872519844695,1.9640221541204574,1.7227180277904075,1.1587542709064806,1.121884699417368,0.288998677058458,0.15116243116452718,0.48650365793615635,2.7682751922439763,1.3567919671509416,1.5322267857248686,0.30888825538638054,2.062533579697459,1.2712865854178403,135,1,Very High,1
38095,ND,North Dakota,Towner,3.3,43.9,6.3,32.8,10.4,17.6,27.3,0.0950134771,NA,3600,0.132,0.0200174064,0.009169932245565102,1.3071280131930438,0.3723173024641008,-0.18903048364704542,-0.3375982680836813,0.32351931285688434,0.03377898982062111,-0.2887429595005403,NA,0.7685257436927355,-0.7245333744927369,-1.2510746761717513,0.21704068554992692,0.2398913920960976,-0.9878040253322441,-0.01707304466265608,1254,2,High,2
40075,OK,Oklahoma,Kiowa,3.9,42.8,7.4,38.7,13.1,20.5,34.4,0.13867838740000002,3.567182e-4,4326,0.3,0.036,0.9581656049074647,1.0763259867605,1.7058884830546088,1.0686933344547642,0.8213296483454936,1.1587542709064806,1.36577046191319,0.6308984600083025,0.4839595516633036,1.4649476289283698,1.341635073436023,0.0611921623301132,1.1649896843346432,0.8599352135333254,0.7014136178830681,0.9807581298039328,244,1,Very High,4
40101,OK,Oklahoma,Muskogee,4,41.7,7.3,39.5,13.4,21.2,35,0.1518705405,4.535422e-4,3672,0.265,0.03917115100000001,1.1163315503511149,0.8455239603279573,1.584654739364562,1.239232157248229,0.9500994168376246,1.360362709056383,1.4783331215266469,0.908742850845445,0.21487268714998187,0.8375923769392447,0.911183313450865,0.3215626879988658,1.2249339506732169,0.6537359716448905,0.6163730007248653,0.9318623669750487,275,1,Very High,4
40109,OK,Oklahoma,Oklahoma,3.3,37.9,6.3,35.9,12,14.5,29.1,0.1488416662,8.126976000000001e-4,2439,0.222,0.0315603831,0.009169932245565102,0.04820786901553277,0.3723173024641008,0.47180745467763385,0.349173830541015,-0.569318056092685,0.37146696866099094,0.8449507064982285,-0.7832682743784402,-0.3451737174072251,0.3823425797548131,-0.30332702518914195,0.1504036145017362,-0.09449709509581226,0.03950777728283558,0.05475423417869154,1160,2,High,2
47163,TN,Tennessee,Sullivan,3.2,37.7,6.2,35.5,11.9,19.7,27.2,0.10502264670000004,0.0012118168,2984,0.19,0.03475211220000001,-0.14899601319808425,0.006243864209616626,0.2510835587740551,0.3865380432809014,0.3062505743769716,0.9283446273065917,0.015018546551711417,-0.0779364589075734,-1.8924739888197497,0.17762232591704583,-0.011213315088760233,-0.04126691403099935,0.24921188590025195,-0.5975960406034257,-0.02624011455987979,-0.05992089214287771,1330,2,High,2
48195,TX,Texas,Hansford,3.2,37.4,5.9,32.2,12.3,14.1,30.5,0.27108851400000006,5.81508e-4,2546,0.132,0.0260342368,-0.14899601319808425,-0.056702142999259825,-0.11261767229608306,-0.31693460074214336,0.47794359903314587,-0.6845228778926294,0.6341131744257226,3.4196328452881355,-0.1407614106660435,-0.24253302633255172,-0.7245333744927369,-0.7570567961945047,-0.029673790524190214,1.01211280276318,-0.7407950853436208,0.14063792849813475,1029,2,High,2
48327,TX,Texas,Menard,3.2,37.6,5.9,32.5,12.1,15,30,0.25804038890000003,5.045408999999999e-4,1531,0.344,0.0365135453,-0.14899601319808425,-0.01473813819334219,-0.11261767229608306,-0.2529825421945944,0.39209708670505833,-0.42531202884275454,0.5403109580811755,3.144821876790784,0.07314046913321406,-1.216180703349313,1.8827744288459363,0.10335731300118409,-0.003176907134089233,0.6672605475248949,0.9930658709235601,0.3972028848751359,735,2,High,4
51125,VA,Virginia,Nelson,3,NA,5.6,NA,NA,NA,NA,0.1216464891,8.113590000000001e-4,2008,0.17800000000000002,0.0270984798,-0.4653279040853844,NA,-0.4763189033662223,NA,NA,NA,NA,0.27218389900433204,-0.7795481256876452,-0.7586142580911898,-0.15879677565510003,-0.6696760598784828,-0.47082340372580334,-0.42199282825816764,-0.41423641776679143,-0.4448568338937103,1946,3,Moderate,2
51790,VA,Virginia,Staunton,3,NA,NA,NA,NA,NA,NA,0.0722394746,4.6763570000000007e-4,1984,0.165,0.0262707912,-0.4653279040853844,NA,NA,NA,NA,NA,NA,-0.7683939159115949,0.17570496298016322,-0.7816364691733595,-0.3186788579353019,-0.7376342605040703,-0.4653279040853844,-0.4581084740349304,-0.5281565592196861,-0.47572780609710846,1996,3,Moderate,3
54069,WV,West Virginia,Ohio,NA,40.1,NA,NA,NA,NA,NA,0.06552445720000001,0.00131654539999999,3501,0.173,0.03813284020000001,NA,0.5098119218806207,NA,NA,NA,NA,NA,-0.9098211647330031,-2.183528795467556,0.6735591229787854,-0.22028988422440876,0.23631114090964128,0.5098119218806207,-0.8065969457405913,0.00801062834261626,0.014529002886656267,1213,2,High,2
55055,WI,Wisconsin,Jefferson,2.7,NA,NA,NA,NA,NA,NA,0.0609978452,3.884958e-4,2627,0.098,0.0275588847,-0.9398257404163338,NA,NA,NA,NA,NA,NA,-1.0051576684987231,0.3956453450021604,-0.16483306393022887,-1.1426865127640335,-0.6318740549176752,-0.9398257404163338,-0.25811512914226387,-0.8872802838408544,-0.724803465719017,2309,4,Lower,3
55091,WI,Wisconsin,Pepin,2.7,NA,NA,NA,NA,NA,NA,0.08830336479999998,6.789787999999998e-4,2635,0.14800000000000002,0.03126503129999999,-0.9398257404163338,NA,NA,NA,NA,NA,NA,-0.4300669003546168,-0.411645819011134,-0.15715899356950563,-0.52775542707095,-0.32757718023480664,-0.9398257404163338,-0.3329572376450855,-0.42766630365287833,-0.6553333022322683,2232,4,Lower,3
55123,WI,Wisconsin,Vernon,3.1,NA,NA,NA,NA,NA,NA,0.1244027023,0.0010350962,1825,0.183,0.0281911755,-0.3071619586417343,NA,NA,NA,NA,NA,NA,0.3302334358590317,-1.4013437716327615,-0.934158617592734,-0.09730366708579198,-0.579959186161342,-0.3071619586417343,-0.6684229844554879,-0.338631426623567,-0.4218341599822269,1900,3,Moderate,2
02220,AK,Alaska,Sitka,2.8,29.7,5,30,8.4,13.9,18.4,0.14954505430000004,0.0021410729,2905,0.106,0.029652578,-0.7816597949726845,-1.6723163280270656,-1.2037213655064987,-0.7859163634241743,-1.196063391364552,-0.7421252887926014,-1.6359004611123182,0.8597650007749228,-4.475001154386941,0.10184088110490382,-1.0442975390531404,-0.4599692717300747,-1.1453861418856992,-1.1711317575023716,-0.7521334053916076,-1.0744592792718826,2570,4,Lower,3
01039,AL,Alabama,Covington,3.7,38.1,6.6,39.6,12.8,18.3,29.7,0.1103448276,4.7969300000000006e-4,5148,0.224,0.0274341044,0.6418337140201653,0.0901718738214504,0.736018533534239,1.2605495100974127,0.6925598798533635,0.5251277510067868,0.48402962827444707,0.03415579008895803,0.14219611133701202,2.253458358492683,0.40693982318253646,-0.6421192662949023,0.6328986986582664,0.8099367533062176,-0.11758972155618294,0.5359124310097619,570,1,Very High,4
06019,CA,California,Fresno,3.4,37.9,6,31.4,12.4,13.4,31,0.07661904020000002,6.758217e-4,3188,0.233,0.07462476140000003,0.16733587768921515,0.04820786901553277,0.008616071393962622,-0.4874734235356098,0.5208668551971892,-0.8861313160425319,0.7279153907702698,-0.676154406027245,-0.40287181525220056,0.3733111201154885,0.5176274186072916,3.2325168420909063,0.014191046355432549,-0.23523836705465234,1.875072130349099,0.31153843913114043,835,2,High,4
05025,AR,Arkansas,Cleveland,3.6,42.2,6.7,39.4,11.6,18.2,32.4,0.0831903945,NA,3359,0.208,0.0347085789,0.4836677685765153,0.95043397234275,0.8572522772242857,1.2179148043990455,0.1774808058848407,0.4963265455568003,0.9905615965350014,-0.5377528942635182,NA,0.5373443740759478,0.21016187576074963,-0.04484125918362624,0.7390911100741769,-2.0426009378521348e-4,0.08266030828856169,0.38601633866666524,752,2,High,4
01095,AL,Alabama,Marshall,3.4,37.6,6.4,37.5,12.4,16.8,29.7,0.12417450220000002,5.497414e-4,3202,0.215,0.0205583207,0.16733587768921515,-0.01473813819334219,0.4935510461541475,0.8128851002645653,0.5208668551971892,0.09310966925699538,0.48402962827444707,0.3254272364999999,-0.052477774478229613,0.3867407432467542,0.2962522277577814,-1.20666236637233,0.3652914340918882,0.21989673508950816,-0.4552050693072743,0.15757372371134168,1012,2,High,2
06011,CA,California,Colusa,3.3,35.3,5.9,29.6,12.2,13.5,29.8,0.0977555287,2.7376010000000004e-4,3088,0.14200000000000002,0.12991679270000003,0.009169932245565102,-0.497324193461389,-0.11261767229608306,-0.8711857748209066,0.43502034286910174,-0.8573301105925459,0.5027900715433568,-0.2309916848851772,0.7145112228913317,0.277385240606448,-0.6015471573541201,7.772324393000362,-0.19878248635898588,0.2536349262042008,3.585388617823121,0.6937769582463916,426,1,Very High,1
06061,CA,California,Placer,2.4,27.2,4.4,27.4,7.9,9.6,17.9,0.0372506774,0.0012199854,1698,0.061,0.03725881910000001,-1.414323576747284,-2.1968663881010286,-1.9311238276467748,-1.3401675375029376,-1.4106796721847696,-1.9805771231420037,-1.7297026774568653,-1.5053047878873245,-1.9151756223141676,-1.0559844845692155,-1.5977355161769153,0.16454876401475937,-1.7147772575402376,-1.4921549649235692,-0.716593376081078,-1.4483537934634052,2657,4,Lower,3
01031,AL,Alabama,Coffee,3.5,40.8,6.3,39.5,12.7,16.7,28.8,0.115180798,5.168531000000002e-4,3229,0.21,0.0250677196,0.3255018231328652,0.6566859387013295,0.3723173024641008,1.239232157248229,0.6496366236893194,0.06430846380700887,0.3151856388542625,0.13600779557352544,0.038923216249001504,0.41264073071419516,0.234759119188473,-0.8364136579244853,0.5175525639853021,0.1958572475122407,-0.30082726936800613,0.25736800237272206,899,2,High,2
05041,AR,Arkansas,Desha,5.2,46.6,8.1,46.7,17.1,23,44.3,0.1045673077,4.508566e-4,5233,0.356,0.0460310966,3.014322895674914,1.8736420780729244,2.5545246888849307,2.7740815623894197,2.5382598949072355,1.878784407156133,3.223054345535223,-0.08752650733411911,0.2223363292566597,2.3349953560753676,2.0303578894122762,0.8848053850293883,2.550952838945826,0.8232683926659694,1.4575816372208323,1.8139732647168703,41,1,Very High,1
06027,CA,California,Inyo,2.8,28.5,5.2,27.8,9.4,12.4,21.1,0.07341939269999999,6.852926e-4,1198,0.14200000000000002,0.03782166370000001,-0.7816597949726845,-1.9241003568625676,-0.9612538781264062,-1.2548981261062042,-0.7668308297241166,-1.174143370542393,-1.129368492851763,-0.7435432624021072,-0.42919271487542643,-1.535613882114418,-0.6015471573541201,0.2107616830374797,-1.1417506927408765,-0.9027832864639839,-0.19539273715832023,-0.8807888797412974,2457,4,Lower,3
02090,AK,Alaska,Fairbanks North Star,2.7,35.8,5,31.7,8.3,14.3,21.8,0.1109260287,8.578034000000001e-4,1286,0.079,0.0380447922,-0.9398257404163338,-0.3924141814465964,-1.2037213655064987,-0.4235213649880601,-1.2389866475285953,-0.626920466992657,-0.9980453899693973,0.046396662701585344,-0.9086233340058568,-1.4511991081464626,-1.3763603253274053,0.2290818717754733,-0.8319193081211627,-0.771141926483578,-0.573639226775966,-0.7620300773608479,2364,4,Lower,3
05075,AR,Arkansas,Lawrence,3.8,44.1,7.3,39.1,12,20.6,34.8,0.09115913559999998,3.0689909999999994e-4,2777,0.245,0.0335600237,0.7999996594638147,1.3490920179989614,1.584654739364562,1.1539627458514967,0.349173830541015,1.187555476356467,1.4408122349888275,-0.36992054727018353,0.6224135032855838,-0.020944244666668072,0.6652108791736314,-0.13914453303705662,1.1236072435093063,0.07718290378291072,0.2630331730682874,0.6375651275031838,473,1,Very High,4
01081,AL,Alabama,Lee,3.3,39.9,5.9,38.6,12.7,13.8,25.7,0.1004613633,4.965636e-4,2107,0.14900000000000002,0.02293318229999999,0.009169932245565102,0.46784791707470313,-0.11261767229608306,1.0473759816055808,0.6496366236893194,-0.7709264942425874,-0.26638810248192996,-0.17400318873566975,0.09531045430509402,-0.6636476373772396,-0.5154568053570884,-1.011671978597503,0.146299740799224,-0.24744679060260513,-0.7635643919772956,-0.15379704517662868,1477,3,Moderate,2
05043,AR,Arkansas,Drew,4,45,7.1,41.8,13.5,18.6,35.1,0.08651881009999998,9.351257e-4,6173,0.278,0.0415253087,1.1163315503511149,1.537930039625588,1.3421872519844695,1.7295312727794419,0.9930226730016679,0.6115313673567453,1.4970935647955566,-0.4676520094553487,-1.1235123621802598,3.2366986234603488,1.0710653957310667,0.5148531613494369,1.2610896742706548,0.5485114172749134,0.7929592785402518,0.9536901180258517,256,1,Very High,4
01043,AL,Alabama,Cullman,3.3,36.2,6.3,37.3,11,16.9,25.9,0.1164789446,4.804684e-4,3936,0.213,0.02041586,0.009169932245565102,-0.3084861718347611,0.3723173024641008,0.7702503945661983,-0.08005873109942033,0.12191087470698085,-0.22886721594411125,0.16334849944197177,0.1400411708806829,1.0908366988431117,0.271654984330058,-1.2183592446812272,0.09374805501493604,0.4647421230552555,-0.47335213017558464,0.09162623838892772,1110,2,High,2
01047,AL,Alabama,Dallas,5.2,46.5,7.2,49.2,18.1,20.1,36.1,0.0973662639,7.177224e-4,3264,0.465,0.05422176260000001,3.014322895674914,1.8526600756699656,1.4634209956745163,3.3070153836189995,2.967492456547671,1.0435494491065367,1.6846979974846508,-0.23919012227523004,-0.5193194726916096,0.44621478854235935,3.3709076562231988,1.5573082119200579,2.190451321968179,-0.1040982688081601,2.4641079340716283,1.5568177671559673,74,1,Very High,1
01025,AL,Alabama,Clarke,4.1,44.2,6.5,43.5,14.9,18.3,32.5,0.1148128868,3.954306e-4,2715,0.28700000000000003,0.04992754579999999,1.2744974957947641,1.3700740204019204,0.6147847898441933,2.0919262712155566,1.5939482592982774,0.5251277510067868,1.009322039803911,0.1282590935632249,0.3763726069617264,-0.08041828996227321,1.1817529911558218,1.2047272450876394,1.2113829467664872,0.14140447018755936,1.1932401181217305,0.8867608380638575,307,1,Very High,1
05031,AR,Arkansas,Craighead,3.4,39.6,6.4,38.5,11.2,16.2,30.9,0.0993340082,0.0012297492,3794,0.231,0.0274602732,0.16733587768921515,0.4049019098658282,0.4935510461541475,1.026058628756397,0.005787781228666432,-0.0796975634429216,0.7091549475013601,-0.19774679515399152,-1.9423105302681378,0.9546219499402742,0.4930301751795682,-0.6399706507883811,0.38958466110752754,-0.3951451251606184,-0.07347023780440645,0.06155474544469697,1150,2,High,2
01007,AL,Alabama,Bibb,4,43.7,7,42.4,13.9,19.9,31.9,0.1083579882,6.673487999999998e-4,5029,0.214,0.02462380299999999,1.1163315503511149,1.2651640083871276,1.2209535082944238,1.8574353898745415,1.164715697657842,0.9859470382065637,0.8967593801904543,-0.007689705380938597,-0.3793244913001333,2.139306561876925,0.2839536060439197,-0.8728618745168482,1.2153295104231525,0.5840974550652843,-0.2944541342364642,0.7240031648838687,411,1,Very High,4
05099,AR,Arkansas,Nevada,4.4,44.1,7.4,43.7,14.2,21.1,38.3,0.07415694420000002,2.442897e-4,2555,0.31,0.036661699,1.748995332125715,1.3490920179989614,1.7058884830546088,2.134560976913924,1.2934854661499724,1.3315615036063977,2.0974277494006572,-0.7280094412225661,0.7964134117283289,-0.23389969717673806,1.4646212905746399,0.11552162077106659,1.665858789892891,-0.0551652422236584,0.7900714556728532,0.9743941134139186,251,1,Very High,1
06005,CA,California,Amador,2.8,29.5,5.2,29.3,8.6,12.4,20.5,0.0572942477,4.605056e-4,1811,0.139,0.0507497917,-0.7816597949726845,-1.7142803328329825,-0.9612538781264062,-0.9351378333684565,-1.1102168790364653,-1.174143370542393,-1.24193115246522,-1.0831603859848826,0.1955204658788914,-0.9475882407239996,-0.6384430224957052,1.2722385673841743,-1.1312318916206583,-0.6117427202766637,0.31689777244423456,-0.6857592074044814,2276,4,Lower,3
06057,CA,California,Nevada,2.7,27.6,5,28.1,8,11.5,18.2,0.0621219011,7.247287e-4,1634,0.128,0.03917031820000001,-0.9398257404163338,-2.112938378489194,-1.2037213655064987,-1.1909460675586545,-1.3677564160207263,-1.433354219592268,-1.673421347650137,-0.9814835476455928,-0.5387909188086849,-1.1173770474550013,-0.7737278613481836,0.32149431012162943,-1.4174233621762589,-0.879217171303093,-0.2261167756132771,-1.0177001876017129,2535,4,Lower,3
05057,AR,Arkansas,Hempstead,4,45.8,6.8,40.5,13.6,18.1,38,0.1072124756,2.5388440000000004e-4,3607,0.258,0.0336943442,1.1163315503511149,1.7057860588492555,0.9784860209143313,1.4524056857400611,1.0359459291657114,0.4675253401068148,2.0411464195939297,-0.03181573303773361,0.7697484553234502,0.7752405552583683,0.8250929614538332,-0.1281160139936274,1.2568038578173168,0.5043910925146949,0.3484884737301029,0.8494169514090875,330,1,Very High,4
06035,CA,California,Lassen,3.4,34.3,6.2,31.5,10.6,16.2,25.6,0.05964685620000001,2.714195e-4,2997,0.172,0.0519480519,0.16733587768921515,-0.7071442174909742,0.2510835587740551,-0.46615607068642634,-0.2517517557555946,-0.0796975634429216,-0.285148545750839,-1.0336113039960761,0.7210160637890419,0.19009269025322112,-0.23258850593827043,1.3706229199936666,-0.1959255309519265,-0.0408341833179377,0.5690172070276981,0.0035904209341950655,1225,2,High,2
05037,AR,Arkansas,Cross,4.1,44.8,7.2,41.5,13.4,20,36.9,0.1046994041,4.196391e-4,4546,0.254,0.03403755870000001,1.2744974957947641,1.4959660348196702,1.4634209956745163,1.665579214231893,0.9500994168376246,1.0147482436565503,1.8347815436359256,-0.0847443804506932,0.3090939429985483,1.6759845638482591,0.7758984745983865,-0.09993604407666612,1.3855847063787063,0.6334447087987047,0.33798121526086017,0.9504220088811366,259,1,Very High,4
04015,AZ,Arizona,Mohave,3.3,33.3,5.9,31,9.7,17.1,26.6,0.1410078056,5.328629e-4,1946,0.227,0.0450922493,0.009169932245565102,-0.9169642415205593,-0.11261767229608306,-0.5727428349323422,-0.6380610612319865,0.17951328560695387,-0.09754411306174474,0.679959123258485,-0.005570162288193129,-0.818088303386795,0.4438356883241215,0.8077203881233157,-0.30703524359859957,-0.047899780805501044,0.6257780382237186,-0.042731948396206365,1299,2,High,2
05125,AR,Arkansas,Saline,2.9,34.4,5.7,35.5,9.5,14.3,27.8,0.0821864665,3.9127070000000006e-4,3492,0.121,0.0272414187,-0.6234938495290344,-0.6861622150880153,-0.35508515967617554,0.3865380432809014,-0.7239075735600733,-0.626920466992657,0.12758120616516824,-0.5588969608529479,0.3879335262347264,0.6649257938229718,-0.8598182133452154,-0.6579399184801347,-0.3573500021999837,0.16465411973491675,-0.758879065912675,-0.28105457836205183,1678,3,Moderate,2
05093,AR,Arkansas,Mississippi,4.1,46.7,7,43.4,13.4,19.1,35.8,0.0839973334,3.529916e-4,4200,0.311,0.0492370052,1.2744974957947641,1.8946240804758832,1.2209535082944238,2.070608918366373,0.9500994168376246,0.7555373946066758,1.6284166676779217,-0.520757681623567,0.494316272200519,1.3440810207469787,1.4769199122885015,1.1480297182219648,1.3992482117219522,0.43921320377464357,1.312474815255233,1.0938830300444158,196,1,Very High,1
05131,AR,Arkansas,Sebastian,3.4,36.4,6.5,37.3,11.5,16.5,32.5,0.113834551,0.00130841119999999,3224,0.17700000000000002,0.03398327689999999,0.16733587768921515,-0.266522167028845,0.6147847898441933,0.7702503945661983,0.13455754972079734,0.006706052907036887,1.009322039803911,0.10765403293933275,-2.160922764180641,0.4078444367387431,-0.1710953973689617,-0.1043929055759298,0.3480620767860724,-0.5484747648341884,-0.13774415147244576,-0.018060221351709455,1256,2,High,2
01059,AL,Alabama,Franklin,3.9,42.2,7.2,39.9,13.9,19.5,32.7,0.13699785340000004,4.06085e-4,5425,0.344,0.0256896189,0.9581656049074647,0.95043397234275,1.4634209956745163,1.3245015686449615,1.164715697657842,0.8707422164066198,1.0468429263417305,0.5955041659933928,0.34676260232165024,2.5191730447327254,1.8827744288459363,-0.7853519936726007,1.111260425996555,1.1538132710159228,0.5487112175866677,1.011516437820388,225,1,Very High,4
06001,CA,California,Alameda,2.5,22.5,4.3,26.5,10.1,9.2,20.1,0.0449517881,0.0011203744,2102,0.09,0.04074920529999999,-1.256157631303634,-3.1830205010400787,-2.0523575713368216,-1.532023713145586,-0.4663680365758122,-2.0957819449419484,-1.3169729255408575,-1.343109095115164,-1.63834331151275,-0.6684439313526916,-1.241075486474927,0.45113041518209623,-1.7003831891263912,-1.2166321126602018,-0.3949725356464153,-1.2941757354905392,2628,4,Lower,3
01099,AL,Alabama,Monroe,4.5,43.9,7.1,44.7,15.6,20.4,34.7,0.1147275306,4.580619e-4,3745,0.279,0.0427815138,1.9071612775693643,1.3071280131930438,1.3421872519844695,2.347734505405756,1.8944110524465818,1.1299530654564942,1.4220517917199191,0.12646137781406697,0.2023118354857162,0.9076182689808443,1.0833640174449284,0.6179951379487115,1.6215181368250897,0.4121304940935425,0.8506795776968199,1.1045341321799715,191,1,Very High,1
06023,CA,California,Humboldt,3.2,32.1,5.9,29.9,10,15,23.2,0.0695626817,6.089061999999998e-4,2054,0.185,0.0460073065,-0.14899601319808425,-1.1687482703560608,-0.11261767229608306,-0.8072337162733577,-0.5092912927398556,-0.42531202884275454,-0.7353991842046657,-0.8247707550113238,-0.21690467815456752,-0.7144883535170311,-0.07270642365806862,0.882852075066314,-0.5582283111301231,-0.5853879288943075,0.40507282570412273,-0.3737159690925292,1826,3,Moderate,2
